 ,Area,Mean,Min,Max,Circ.,AR,Round,Solidity
78,380,255,255,255,0.947,1.111,0.900,0.951
79,414,255,255,255,0.954,1.051,0.951,0.951
80,263,255,255,255,0.864,1.131,0.884,0.918
81,367,255,255,255,0.879,1.216,0.822,0.930
82,304,255,255,255,0.934,1.115,0.897,0.949
83,476,255,255,255,0.898,1.159,0.863,0.942
84,425,255,255,255,0.881,1.073,0.932,0.938
85,332,255,255,255,0.897,1.065,0.939,0.935
86,435,255,255,255,0.889,1.306,0.766,0.943
87,411,255,255,255,0.884,1.194,0.838,0.941
88,392,255,255,255,0.889,1.091,0.917,0.934
89,410,255,255,255,0.904,1.094,0.914,0.941
90,347,255,255,255,0.916,1.160,0.862,0.942
91,408,255,255,255,0.897,1.022,0.978,0.934
92,452,255,255,255,0.899,1.216,0.822,0.942
93,299,255,255,255,0.845,1.247,0.802,0.926
94,282,255,255,255,0.899,1.194,0.837,0.929
95,314,255,255,255,0.901,1.212,0.825,0.946
96,424,255,255,255,0.932,1.234,0.811,0.957
97,350,255,255,255,0.908,1.248,0.802,0.947
98,390,255,255,255,0.934,1.046,0.956,0.944
99,460,255,255,255,0.920,1.110,0.901,0.951
100,348,255,255,255,0.903,1.044,0.958,0.935
101,391,255,255,255,0.928,1.113,0.898,0.949
102,276,255,255,255,0.806,1.606,0.623,0.909
103,491,255,255,255,0.929,1.270,0.787,0.954
104,307,255,255,255,0.844,1.597,0.626,0.942
105,367,255,255,255,0.936,1.139,0.878,0.954
106,375,255,255,255,0.919,1.169,0.855,0.945
107,413,255,255,255,0.889,1.145,0.873,0.944
108,378,255,255,255,0.912,1.254,0.798,0.947
109,329,255,255,255,0.905,1.186,0.843,0.936
110,219,255,255,255,0.895,1.226,0.816,0.930
111,283,255,255,255,0.826,1.414,0.707,0.911
112,296,255,255,255,0.787,1.775,0.563,0.907
113,397,255,255,255,0.930,1.091,0.916,0.944
114,301,255,255,255,0.918,1.229,0.814,0.941
115,300,255,255,255,0.883,1.228,0.814,0.929
116,430,255,255,255,0.886,1.320,0.757,0.939
117,356,255,255,255,0.939,1.023,0.978,0.947
118,317,255,255,255,0.887,1.120,0.893,0.931
119,492,255,255,255,0.882,1.223,0.817,0.935
120,406,255,255,255,0.901,1.196,0.836,0.938
121,443,255,255,255,0.886,1.372,0.729,0.947
122,469,255,255,255,0.925,1.226,0.815,0.952
123,500,255,255,255,0.855,1.208,0.828,0.935
124,415,255,255,255,0.899,1.242,0.805,0.945
125,333,255,255,255,0.925,1.220,0.820,0.942
126,298,255,255,255,0.834,1.430,0.699,0.916
127,343,255,255,255,0.927,1.131,0.884,0.951
128,354,255,255,255,0.888,1.044,0.958,0.939
129,318,255,255,255,0.936,1.075,0.930,0.946
130,445,255,255,255,0.890,1.088,0.919,0.936
131,443,255,255,255,0.925,1.113,0.898,0.953
132,341,255,255,255,0.922,1.069,0.936,0.939
133,341,255,255,255,0.893,1.116,0.896,0.929
134,305,255,255,255,0.914,1.184,0.844,0.943
135,381,255,255,255,0.943,1.258,0.795,0.953
136,407,255,255,255,0.944,1.151,0.869,0.957
137,418,255,255,255,0.934,1.100,0.909,0.951
138,430,255,255,255,0.919,1.149,0.870,0.947
139,371,255,255,255,0.880,1.112,0.899,0.931
140,367,255,255,255,0.885,1.068,0.936,0.941
141,380,255,255,255,0.941,1.270,0.788,0.949
142,297,255,255,255,0.930,1.151,0.869,0.946
143,343,255,255,255,0.869,1.285,0.778,0.915
144,282,255,255,255,0.899,1.213,0.824,0.935
145,422,255,255,255,0.902,1.035,0.966,0.938
146,402,255,255,255,0.859,1.149,0.871,0.933
147,255,255,255,255,0.807,1.070,0.935,0.907
148,281,255,255,255,0.913,1.256,0.796,0.943
149,355,255,255,255,0.864,1.236,0.809,0.929
150,415,255,255,255,0.907,1.078,0.928,0.938
151,379,255,255,255,0.873,1.169,0.856,0.931
152,392,255,255,255,0.889,1.138,0.879,0.934
153,448,255,255,255,0.669,2.106,0.475,0.867
154,413,255,255,255,0.870,1.296,0.771,0.931
155,448,255,255,255,0.878,1.387,0.721,0.939
156,385,255,255,255,0.916,1.131,0.884,0.932
157,394,255,255,255,0.848,1.315,0.761,0.925
158,481,255,255,255,0.905,1.304,0.767,0.943
159,406,255,255,255,0.901,1.026,0.974,0.935
160,304,255,255,255,0.927,1.104,0.906,0.941
161,323,255,255,255,0.917,1.086,0.920,0.951
162,450,255,255,255,0.914,1.133,0.882,0.942
163,385,255,255,255,0.893,1.159,0.863,0.937
164,304,255,255,255,0.927,1.095,0.913,0.937
165,288,255,255,255,0.902,1.226,0.816,0.932
166,386,255,255,255,0.884,1.084,0.923,0.933
167,176,255,255,255,0.623,1.064,0.940,0.647
168,354,255,255,255,0.927,1.231,0.812,0.945
169,367,255,255,255,0.930,1.087,0.920,0.945
170,346,255,255,255,0.913,1.173,0.852,0.935
171,263,255,255,255,0.938,1.025,0.976,0.938
172,406,255,255,255,0.887,1.262,0.793,0.933
173,353,255,255,255,0.901,1.412,0.708,0.946
174,278,255,255,255,0.877,1.193,0.838,0.933
175,414,255,255,255,0.841,1.137,0.880,0.926
176,427,255,255,255,0.933,1.123,0.891,0.950
177,420,255,255,255,0.898,1.111,0.900,0.939
178,345,255,255,255,0.917,1.048,0.954,0.936
179,289,255,255,255,0.891,1.007,0.993,0.925
180,291,255,255,255,0.921,1.220,0.820,0.937
181,348,255,255,255,0.897,1.027,0.974,0.923
182,312,255,255,255,0.858,1.151,0.869,0.931
183,375,255,255,255,0.890,1.330,0.752,0.945
184,336,255,255,255,0.924,1.221,0.819,0.945
185,460,255,255,255,0.876,1.219,0.820,0.939
186,319,255,255,255,0.868,1.431,0.699,0.942
187,482,255,255,255,0.501,2.073,0.482,0.709
188,268,255,255,255,0.948,1.165,0.858,0.940
189,357,255,255,255,0.904,1.289,0.776,0.936
190,447,255,255,255,0.921,1.097,0.911,0.944
191,284,255,255,255,0.906,1.165,0.859,0.947
192,294,255,255,255,0.913,1.153,0.867,0.933
193,411,255,255,255,0.822,1.094,0.914,0.912
194,438,255,255,255,0.858,1.147,0.872,0.930
195,439,255,255,255,0.807,1.054,0.949,0.828
196,225,255,255,255,0.904,1.350,0.740,0.928
197,296,255,255,255,0.864,1.256,0.796,0.922
198,318,255,255,255,0.919,1.129,0.886,0.939
199,310,255,255,255,0.946,1.112,0.900,0.945
200,420,255,255,255,0.898,1.144,0.874,0.934
201,380,255,255,255,0.896,1.392,0.718,0.946
202,443,255,255,255,0.919,1.034,0.967,0.937
203,381,255,255,255,0.878,1.016,0.985,0.936
204,302,255,255,255,0.882,1.296,0.771,0.929
205,395,255,255,255,0.792,1.343,0.744,0.898
206,441,255,255,255,0.915,1.115,0.897,0.942
207,326,255,255,255,0.952,1.084,0.922,0.949
208,449,255,255,255,0.814,1.551,0.645,0.899
209,320,255,255,255,0.934,1.155,0.866,0.943
210,472,255,255,255,0.904,1.086,0.921,0.945
211,415,255,255,255,0.868,1.370,0.730,0.930
212,169,255,255,255,0.620,1.134,0.882,0.625
213,355,255,255,255,0.899,1.378,0.726,0.940
214,231,255,255,255,0.920,1.181,0.847,0.922
215,467,255,255,255,0.913,1.317,0.759,0.960
216,338,255,255,255,0.892,1.196,0.836,0.930
217,308,255,255,255,0.868,1.211,0.826,0.924
218,383,255,255,255,0.883,1.212,0.825,0.942
219,170,255,255,255,0.649,1.134,0.882,0.651
220,286,255,255,255,0.795,1.533,0.652,0.915
221,290,255,255,255,0.832,1.083,0.923,0.928
222,297,255,255,255,0.883,1.146,0.872,0.927
223,286,255,255,255,0.937,1.077,0.929,0.942
224,278,255,255,255,0.573,1.249,0.801,0.865
225,280,255,255,255,0.917,1.268,0.789,0.936
226,442,255,255,255,0.820,1.216,0.822,0.912
227,404,255,255,255,0.931,1.196,0.836,0.951
228,275,255,255,255,0.936,1.305,0.766,0.943
229,344,255,255,255,0.793,1.379,0.725,0.912
230,316,255,255,255,0.842,1.183,0.845,0.919
231,306,255,255,255,0.887,1.384,0.722,0.926
232,297,255,255,255,0.906,1.286,0.777,0.934
233,259,255,255,255,0.899,1.169,0.855,0.933
234,397,255,255,255,0.901,1.342,0.745,0.941
235,459,255,255,255,0.905,1.043,0.958,0.948
236,183,255,255,255,0.635,1.131,0.884,0.675
237,394,255,255,255,0.888,1.090,0.918,0.937
238,258,255,255,255,0.946,1.009,0.991,0.942
239,279,255,255,255,0.907,1.221,0.819,0.932
240,307,255,255,255,0.872,1.282,0.780,0.945
241,348,255,255,255,0.918,1.048,0.954,0.932
242,242,255,255,255,0.944,1.151,0.869,0.934
243,241,255,255,255,0.884,1.101,0.908,0.916
244,350,255,255,255,0.923,1.111,0.900,0.943
245,314,255,255,255,0.879,1.257,0.796,0.936
246,167,255,255,255,0.591,1.152,0.868,0.799
247,377,255,255,255,0.850,1.244,0.804,0.922
248,413,255,255,255,0.870,1.223,0.818,0.929
249,386,255,255,255,0.838,1.301,0.769,0.923
250,360,255,255,255,0.811,1.394,0.717,0.921
251,261,255,255,255,0.906,1.338,0.747,0.926
252,331,255,255,255,0.917,1.071,0.934,0.943
253,292,255,255,255,0.914,1.281,0.781,0.939
254,373,255,255,255,0.923,1.088,0.919,0.947
255,244,255,255,255,0.903,1.223,0.818,0.935
256,345,255,255,255,0.926,1.287,0.777,0.943
257,344,255,255,255,0.908,1.044,0.957,0.940
258,365,255,255,255,0.925,1.023,0.978,0.943
259,456,255,255,255,0.920,1.039,0.962,0.941
260,398,255,255,255,0.883,1.475,0.678,0.940
261,385,255,255,255,0.882,1.297,0.771,0.939
262,327,255,255,255,0.915,1.269,0.788,0.940
263,115,255,255,255,0.620,1.563,0.640,0.652
264,296,255,255,255,0.858,1.052,0.951,0.909
265,277,255,255,255,0.910,1.228,0.814,0.933
266,422,255,255,255,0.916,1.069,0.935,0.940
267,300,255,255,255,0.915,1.262,0.793,0.938
268,297,255,255,255,0.916,1.058,0.945,0.930
269,324,255,255,255,0.930,1.104,0.906,0.946
270,313,255,255,255,0.921,1.167,0.857,0.946
271,124,255,255,255,0.596,1.474,0.679,0.642
272,328,255,255,255,0.934,1.206,0.829,0.944
273,388,255,255,255,0.909,1.076,0.930,0.934
274,292,255,255,255,0.859,1.323,0.756,0.934
275,295,255,255,255,0.917,1.210,0.827,0.931
276,380,255,255,255,0.887,1.381,0.724,0.949
277,475,255,255,255,0.904,1.187,0.842,0.947
278,372,255,255,255,0.943,1.074,0.931,0.948
279,311,255,255,255,0.908,1.307,0.765,0.934
280,343,255,255,255,0.937,1.259,0.794,0.945
281,327,255,255,255,0.922,1.196,0.836,0.945
282,318,255,255,255,0.929,1.193,0.839,0.938
283,309,255,255,255,0.950,1.204,0.831,0.954
284,364,255,255,255,0.839,1.374,0.728,0.936
285,295,255,255,255,0.934,1.115,0.897,0.938
286,326,255,255,255,0.881,1.122,0.891,0.926
287,303,255,255,255,0.908,1.064,0.940,0.938
288,396,255,255,255,0.913,1.296,0.771,0.944
289,388,255,255,255,0.888,1.113,0.899,0.930
290,387,255,255,255,0.921,1.082,0.924,0.938
291,413,255,255,255,0.908,1.210,0.826,0.949
292,288,255,255,255,0.936,1.101,0.908,0.938
293,353,255,255,255,0.916,1.187,0.842,0.943
294,321,255,255,255,0.928,1.037,0.964,0.946
295,491,255,255,255,0.817,1.704,0.587,0.933
296,316,255,255,255,0.875,1.160,0.862,0.934
297,321,255,255,255,0.969,1.069,0.935,0.961
298,311,255,255,255,0.886,1.169,0.856,0.923
299,326,255,255,255,0.875,1.231,0.812,0.934
300,283,255,255,255,0.952,1.201,0.832,0.958
301,337,255,255,255,0.943,1.036,0.965,0.947
302,340,255,255,255,0.919,1.263,0.792,0.943
303,493,255,255,255,0.521,2.160,0.463,0.791
304,299,255,255,255,0.896,1.178,0.849,0.931
305,435,255,255,255,0.883,1.249,0.801,0.934
306,316,255,255,255,0.916,1.076,0.929,0.934
307,302,255,255,255,0.860,1.337,0.748,0.915
308,344,255,255,255,0.908,1.133,0.883,0.946
309,344,255,255,255,0.908,1.220,0.819,0.939
310,363,255,255,255,0.890,1.075,0.930,0.945
311,207,255,255,255,0.530,1.673,0.598,0.599
312,323,255,255,255,0.888,1.021,0.979,0.931
313,334,255,255,255,0.925,1.072,0.933,0.944
314,313,255,255,255,0.945,1.148,0.871,0.951
315,440,255,255,255,0.867,1.244,0.804,0.931
316,449,255,255,255,0.923,1.141,0.876,0.956
317,370,255,255,255,0.880,1.219,0.820,0.931
318,345,255,255,255,0.610,1.243,0.805,0.873
319,295,255,255,255,0.900,1.155,0.866,0.932
320,488,255,255,255,0.903,1.300,0.769,0.951
321,318,255,255,255,0.906,1.223,0.818,0.937
322,326,255,255,255,0.919,1.125,0.889,0.939
323,305,255,255,255,0.937,1.194,0.837,0.947
324,290,255,255,255,0.925,1.136,0.880,0.939
325,304,255,255,255,0.911,1.412,0.708,0.944
326,291,255,255,255,0.888,1.270,0.788,0.925
327,304,255,255,255,0.872,1.175,0.851,0.930
328,269,255,255,255,0.941,1.135,0.881,0.947
329,315,255,255,255,0.762,1.177,0.850,0.900
330,344,255,255,255,0.901,1.185,0.844,0.937
331,372,255,255,255,0.865,1.143,0.875,0.919
332,376,255,255,255,0.901,1.233,0.811,0.947
333,310,255,255,255,0.874,1.191,0.840,0.939
334,428,255,255,255,0.822,1.581,0.632,0.926
335,300,255,255,255,0.899,1.160,0.862,0.939
336,410,255,255,255,0.945,1.109,0.902,0.949
337,412,255,255,255,0.854,1.442,0.693,0.933
338,324,255,255,255,0.870,1.147,0.871,0.928
339,490,255,255,255,0.871,1.140,0.877,0.939
340,305,255,255,255,0.914,1.126,0.888,0.936
341,395,255,255,255,0.797,1.516,0.659,0.913
342,311,255,255,255,0.899,1.298,0.770,0.940
343,326,255,255,255,0.912,1.019,0.981,0.935
344,355,255,255,255,0.921,1.148,0.871,0.942
345,500,255,255,255,0.889,1.334,0.750,0.945
346,321,255,255,255,0.821,1.147,0.872,0.909
347,368,255,255,255,0.799,1.077,0.929,0.918
348,340,255,255,255,0.942,1.075,0.930,0.950
349,390,255,255,255,0.905,1.254,0.797,0.947
350,324,255,255,255,0.876,1.295,0.772,0.936
351,292,255,255,255,0.897,1.121,0.892,0.933
352,320,255,255,255,0.859,1.377,0.726,0.922
353,345,255,255,255,0.949,1.150,0.870,0.947
354,426,255,255,255,0.911,1.215,0.823,0.944
355,317,255,255,255,0.916,1.197,0.835,0.948
356,279,255,255,255,0.931,1.232,0.812,0.944
357,379,255,255,255,0.908,1.066,0.938,0.939
358,330,255,255,255,0.873,1.102,0.907,0.921
359,388,255,255,255,0.915,1.155,0.866,0.943
360,343,255,255,255,0.943,1.085,0.922,0.949
361,319,255,255,255,0.899,1.323,0.756,0.941
362,317,255,255,255,0.831,1.251,0.800,0.914
363,306,255,255,255,0.926,1.089,0.918,0.933
364,336,255,255,255,0.682,1.499,0.667,0.908
365,298,255,255,255,0.933,1.162,0.861,0.943
366,128,255,255,255,0.636,1.480,0.676,0.679
367,343,255,255,255,0.914,1.074,0.931,0.932
368,368,255,255,255,0.882,1.175,0.851,0.933
369,333,255,255,255,0.864,1.275,0.784,0.925
370,160,255,255,255,0.795,1.383,0.723,0.829
371,323,255,255,255,0.769,1.297,0.771,0.915
372,360,255,255,255,0.889,1.293,0.773,0.944
373,334,255,255,255,0.903,1.045,0.957,0.946
374,325,255,255,255,0.887,1.373,0.728,0.930
375,399,255,255,255,0.822,1.407,0.710,0.925
376,403,255,255,255,0.880,1.273,0.785,0.934
377,306,255,255,255,0.856,1.148,0.871,0.924
378,290,255,255,255,0.918,1.171,0.854,0.931
379,347,255,255,255,0.916,1.113,0.899,0.940
380,325,255,255,255,0.829,1.513,0.661,0.933
381,343,255,255,255,0.911,1.220,0.819,0.944
382,145,255,255,255,0.691,1.513,0.661,0.727
383,334,255,255,255,0.935,1.130,0.885,0.942
384,317,255,255,255,0.903,1.206,0.829,0.931
385,415,255,255,255,0.855,1.462,0.684,0.932
386,351,255,255,255,0.904,1.087,0.920,0.931
387,469,255,255,255,0.906,1.097,0.912,0.940
388,367,255,255,255,0.921,1.241,0.806,0.948
389,190,255,255,255,0.584,1.375,0.727,0.632
390,381,255,255,255,0.934,1.118,0.894,0.945
391,448,255,255,255,0.923,1.201,0.833,0.947
392,358,255,255,255,0.892,1.172,0.853,0.935
393,303,255,255,255,0.941,1.070,0.935,0.942
394,330,255,255,255,0.844,1.661,0.602,0.936
395,355,255,255,255,0.826,1.184,0.844,0.916
396,325,255,255,255,0.932,1.040,0.961,0.943
397,333,255,255,255,0.879,1.339,0.747,0.926
398,346,255,255,255,0.810,1.765,0.566,0.908
399,330,255,255,255,0.856,1.094,0.914,0.928
400,372,255,255,255,0.849,1.279,0.782,0.941
401,330,255,255,255,0.947,1.056,0.947,0.947
402,429,255,255,255,0.884,1.239,0.807,0.929
403,316,255,255,255,0.897,1.230,0.813,0.940
404,441,255,255,255,0.901,1.276,0.784,0.943
405,428,255,255,255,0.901,1.292,0.774,0.945
406,350,255,255,255,0.872,1.156,0.865,0.931
407,310,255,255,255,0.946,1.045,0.957,0.944
408,489,255,255,255,0.892,1.290,0.775,0.953
409,328,255,255,255,0.751,1.271,0.787,0.899
410,319,255,255,255,0.939,1.214,0.824,0.952
411,370,255,255,255,0.922,1.168,0.856,0.940
412,270,255,255,255,0.884,1.481,0.675,0.938
413,381,255,255,255,0.872,1.249,0.801,0.943
414,396,255,255,255,0.933,1.094,0.914,0.952
415,369,255,255,255,0.920,1.155,0.866,0.945
416,230,255,255,255,0.932,1.140,0.877,0.945
417,351,255,255,255,0.804,1.420,0.704,0.927
418,312,255,255,255,0.873,1.272,0.786,0.929
419,334,255,255,255,0.925,1.309,0.764,0.948
420,332,255,255,255,0.913,1.247,0.802,0.942
421,389,255,255,255,0.863,1.076,0.929,0.921
422,367,255,255,255,0.908,1.154,0.867,0.942
423,472,255,255,255,0.911,1.015,0.985,0.947
424,304,255,255,255,0.851,1.336,0.749,0.923
425,338,255,255,255,0.914,1.341,0.745,0.949
426,361,255,255,255,0.937,1.212,0.825,0.950
427,316,255,255,255,0.907,1.260,0.794,0.935
428,222,255,255,255,0.930,1.249,0.800,0.925
429,336,255,255,255,0.866,1.306,0.766,0.916
430,303,255,255,255,0.931,1.292,0.774,0.951
431,149,255,255,255,0.717,1.401,0.714,0.727
432,351,255,255,255,0.949,1.197,0.836,0.954
433,288,255,255,255,0.902,1.279,0.782,0.938
434,335,255,255,255,0.884,1.285,0.778,0.929
435,374,255,255,255,0.843,1.172,0.853,0.919
436,493,255,255,255,0.894,1.185,0.844,0.947
437,406,255,255,255,0.901,1.007,0.993,0.938
438,257,255,255,255,0.899,1.178,0.849,0.924
439,442,255,255,255,0.937,1.212,0.825,0.958
440,383,255,255,255,0.918,1.193,0.838,0.939
441,438,255,255,255,0.908,1.213,0.824,0.948
442,320,255,255,255,0.874,1.364,0.733,0.926
443,348,255,255,255,0.733,1.227,0.815,0.788
444,255,255,255,255,0.935,1.233,0.811,0.944
445,348,255,255,255,0.769,1.108,0.902,0.898
446,268,255,255,255,0.956,1.105,0.905,0.942
447,312,255,255,255,0.879,1.222,0.818,0.930
448,300,255,255,255,0.922,1.216,0.823,0.948
449,328,255,255,255,0.902,1.090,0.917,0.943
450,333,255,255,255,0.855,1.229,0.814,0.938
451,465,255,255,255,0.950,1.066,0.938,0.960
452,377,255,255,255,0.869,1.248,0.801,0.926
453,428,255,255,255,0.921,1.196,0.836,0.951
454,351,255,255,255,0.822,1.337,0.748,0.893
455,309,255,255,255,0.909,1.198,0.835,0.945
456,296,255,255,255,0.910,1.268,0.789,0.944
457,307,255,255,255,0.897,1.199,0.834,0.923
458,304,255,255,255,0.952,1.142,0.875,0.951
459,354,255,255,255,0.689,1.141,0.876,0.864
460,304,255,255,255,0.920,1.136,0.880,0.933
461,297,255,255,255,0.947,1.123,0.890,0.943
462,284,255,255,255,0.923,1.255,0.797,0.937
463,294,255,255,255,0.913,1.128,0.886,0.944
464,302,255,255,255,0.907,1.137,0.879,0.942
465,356,255,255,255,0.911,1.362,0.734,0.939
466,457,255,255,255,0.920,1.067,0.937,0.951
467,389,255,255,255,0.897,1.156,0.865,0.940
468,427,255,255,255,0.905,1.119,0.893,0.941
469,321,255,255,255,0.883,1.152,0.868,0.936
470,350,255,255,255,0.838,1.316,0.760,0.926
471,319,255,255,255,0.742,1.291,0.775,0.914
472,360,255,255,255,0.849,1.200,0.834,0.913
473,301,255,255,255,0.864,1.254,0.798,0.928
474,395,255,255,255,0.925,1.107,0.903,0.943
475,289,255,255,255,0.922,1.283,0.779,0.938
476,334,255,255,255,0.866,1.321,0.757,0.937
477,364,255,255,255,0.852,1.258,0.795,0.913
478,445,255,255,255,0.904,1.242,0.805,0.943
479,378,255,255,255,0.920,1.035,0.966,0.938
480,282,255,255,255,0.941,1.059,0.945,0.942
481,321,255,255,255,0.905,1.249,0.801,0.941
482,343,255,255,255,0.849,1.281,0.781,0.915
483,337,255,255,255,0.760,1.241,0.806,0.903
484,391,255,255,255,0.895,1.202,0.832,0.942
485,293,255,255,255,0.910,1.152,0.868,0.936
486,426,255,255,255,0.917,1.277,0.783,0.949
487,325,255,255,255,0.909,1.125,0.889,0.938
488,323,255,255,255,0.852,1.138,0.878,0.926
489,310,255,255,255,0.929,1.227,0.815,0.947
490,320,255,255,255,0.874,1.332,0.751,0.930
491,337,255,255,255,0.889,1.369,0.731,0.934
492,335,255,255,255,0.890,1.395,0.717,0.948
493,335,255,255,255,0.890,1.309,0.764,0.937
494,442,255,255,255,0.803,1.420,0.704,0.923
495,367,255,255,255,0.879,1.225,0.816,0.926
496,319,255,255,255,0.877,1.373,0.728,0.930
497,302,255,255,255,0.882,1.262,0.792,0.922
498,323,255,255,255,0.904,1.188,0.842,0.938
499,429,255,255,255,0.917,1.317,0.759,0.951
500,437,255,255,255,0.898,1.432,0.698,0.955
501,311,255,255,255,0.870,1.519,0.658,0.933
502,321,255,255,255,0.839,1.635,0.611,0.924
503,500,255,255,255,0.882,1.338,0.747,0.951
504,494,255,255,255,0.885,1.135,0.881,0.941
505,341,255,255,255,0.858,1.323,0.756,0.920
506,320,255,255,255,0.925,1.267,0.790,0.950
507,298,255,255,255,0.886,1.039,0.963,0.928
508,346,255,255,255,0.775,1.059,0.944,0.913
509,288,255,255,255,0.888,1.387,0.721,0.923
510,320,255,255,255,0.886,1.402,0.713,0.940
511,439,255,255,255,0.836,1.298,0.770,0.931
512,464,255,255,255,0.883,1.261,0.793,0.945
513,376,255,255,255,0.943,1.057,0.946,0.953
514,416,255,255,255,0.850,1.535,0.652,0.938
515,300,255,255,255,0.750,1.218,0.821,0.894
516,366,255,255,255,0.900,1.171,0.854,0.938
517,344,255,255,255,0.878,1.090,0.917,0.925
518,299,255,255,255,0.912,1.205,0.830,0.933
519,307,255,255,255,0.859,1.272,0.786,0.937
520,291,255,255,255,0.904,1.220,0.820,0.930
521,472,255,255,255,0.917,1.197,0.835,0.950
522,314,255,255,255,0.866,1.426,0.701,0.919
523,287,255,255,255,0.915,1.121,0.892,0.933
524,307,255,255,255,0.897,1.283,0.780,0.927
525,431,255,255,255,0.842,1.448,0.691,0.928
526,263,255,255,255,0.946,1.048,0.954,0.946
527,266,255,255,255,0.930,1.038,0.964,0.942
528,367,255,255,255,0.820,1.051,0.951,0.931
529,135,255,255,255,0.671,1.557,0.642,0.724
530,319,255,255,255,0.842,1.608,0.622,0.919
531,327,255,255,255,0.680,1.094,0.914,0.911
532,368,255,255,255,0.794,1.162,0.860,0.887
533,298,255,255,255,0.834,1.171,0.854,0.924
534,370,255,255,255,0.864,1.437,0.696,0.948
535,438,255,255,255,0.858,1.251,0.799,0.929
536,344,255,255,255,0.892,1.100,0.909,0.935
537,209,255,255,255,0.883,1.301,0.769,0.915
538,335,255,255,255,0.835,1.267,0.790,0.918
539,293,255,255,255,0.935,1.134,0.881,0.938
540,377,255,255,255,0.863,1.268,0.788,0.923
541,358,255,255,255,0.922,1.235,0.810,0.941
542,377,255,255,255,0.883,1.126,0.888,0.924
543,413,255,255,255,0.908,1.047,0.955,0.940
544,319,255,255,255,0.915,1.280,0.781,0.941
545,435,255,255,255,0.908,1.252,0.799,0.954
546,325,255,255,255,0.728,1.236,0.809,0.887
547,314,255,255,255,0.851,1.284,0.779,0.926
548,328,255,255,255,0.596,1.655,0.604,0.725
549,313,255,255,255,0.898,1.446,0.691,0.944
550,351,255,255,255,0.895,1.157,0.864,0.934
551,345,255,255,255,0.910,1.112,0.900,0.936
552,323,255,255,255,0.861,1.375,0.727,0.928
553,338,255,255,255,0.786,1.156,0.865,0.900
554,322,255,255,255,0.879,1.304,0.767,0.935
555,445,255,255,255,0.890,1.358,0.737,0.941
556,370,255,255,255,0.872,1.373,0.728,0.931
557,382,255,255,255,0.921,1.162,0.861,0.950
558,347,255,255,255,0.845,1.283,0.779,0.925
559,454,255,255,255,0.895,1.100,0.909,0.935
560,362,255,255,255,0.881,1.281,0.781,0.933
561,336,255,255,255,0.684,1.354,0.738,0.887
562,312,255,255,255,0.837,1.387,0.721,0.915
563,308,255,255,255,0.930,1.339,0.747,0.957
564,487,255,255,255,0.908,1.122,0.891,0.944
565,323,255,255,255,0.895,1.151,0.869,0.944
566,306,255,255,255,0.894,1.246,0.803,0.927
567,359,255,255,255,0.791,1.301,0.768,0.913
568,349,255,255,255,0.567,1.425,0.702,0.863
569,357,255,255,255,0.812,1.340,0.746,0.918
570,396,255,255,255,0.898,1.256,0.796,0.937
571,305,255,255,255,0.891,1.185,0.844,0.924
572,361,255,255,255,0.777,1.061,0.943,0.920
573,389,255,255,255,0.891,1.493,0.670,0.942
574,336,255,255,255,0.857,1.372,0.729,0.921
575,368,255,255,255,0.811,1.238,0.808,0.900
576,377,255,255,255,0.939,1.044,0.957,0.951
577,478,255,255,255,0.845,1.248,0.801,0.935
578,296,255,255,255,0.920,1.264,0.791,0.937
579,290,255,255,255,0.942,1.090,0.917,0.942
580,335,255,255,255,0.797,1.310,0.763,0.909
581,452,255,255,255,0.904,1.160,0.862,0.939
582,294,255,255,255,0.897,1.175,0.851,0.926
583,321,255,255,255,0.841,1.175,0.851,0.907
584,332,255,255,255,0.913,1.106,0.904,0.938
585,317,255,255,255,0.909,1.077,0.929,0.936
586,486,255,255,255,0.798,1.672,0.598,0.924
587,229,255,255,255,0.893,1.158,0.863,0.923
588,354,255,255,255,0.891,1.211,0.826,0.922
589,488,255,255,255,0.929,1.146,0.873,0.952
590,427,255,255,255,0.808,1.406,0.711,0.935
591,456,255,255,255,0.912,1.333,0.750,0.949
592,198,255,255,255,0.882,1.286,0.777,0.917
593,116,255,255,255,0.625,1.551,0.645,0.663
594,331,255,255,255,0.694,1.273,0.786,0.886
595,462,255,255,255,0.938,1.131,0.884,0.952
596,333,255,255,255,0.900,1.256,0.796,0.935
597,312,255,255,255,0.902,1.237,0.809,0.940
598,343,255,255,255,0.849,1.142,0.876,0.923
599,456,255,255,255,0.863,1.254,0.797,0.938
600,359,255,255,255,0.938,1.147,0.872,0.951
601,295,255,255,255,0.941,1.079,0.926,0.942
602,346,255,255,255,0.913,1.131,0.884,0.936
603,352,255,255,255,0.889,1.149,0.870,0.936
604,410,255,255,255,0.863,1.064,0.940,0.932
605,407,255,255,255,0.889,1.174,0.852,0.930
606,446,255,255,255,0.539,2.477,0.404,0.806
607,335,255,255,255,0.884,1.239,0.807,0.936
608,394,255,255,255,0.914,1.289,0.776,0.951
609,426,255,255,255,0.870,1.194,0.838,0.942
610,453,255,255,255,0.888,1.308,0.765,0.938
611,442,255,255,255,0.890,1.172,0.854,0.929
612,402,255,255,255,0.867,1.207,0.829,0.934
613,344,255,255,255,0.908,1.291,0.775,0.941
614,368,255,255,255,0.876,1.198,0.835,0.932
